55746C23BDCF6F03	0	51.09026	17.01025	gaaoczxjhe	m9I9JFavZA514pz6wQNP	0	1
55746C23BDCF6F03	19D8103F5DF6C67E	51.09027	17.01023	jqdwoidxfc	AEAZM6MVE4nuo9ShN5J6	1	0
55746C23BDCF6F03	0E03A0B1A7C74CF8	51.09028	17.01024	jqdwoidxfc1	Ae99muO86kP1650eGapf	4	0
55746C23BDCF6F03	435EE39B97C8FCB0	51.09025	17.01026	jqdwoidxfc2	r9lZDQNNenquBLEItiCi	5	0
04246711DEC0B666	0	51.1192	17.05841	sivzmwtlkm	e0eOtXJfNgvDNypqIPbF	0	1
04246711DEC0B666	06E37965F39AC4B3	51.1193	17.05841	sivzmwtlkm1	LB1kinUiLlQ7dSBiJ5ec	2	0
04246711DEC0B666	0E01E3E5CF235FB6	51.1194	17.05841	sivzmwtlkm2	xfVDJuNYisZxGRVqeHW2	2	0
04246711DEC0B666	08E9CFA8681368A3	51.119	17.05841	sivzmwtlkm3	9ZtqD0VnFHjjiiY7VvbR	3	0
4DDE3061E6339491	0	51.12968	17.06227	ikaoecgdyg	jQ6Dm6cbp77NkeqGUSSw	0	1
4DDE3061E6339491	0295404659EA4CBD	51.12967	17.06227	ikaoecgdyg1	u1mzbAEXCYEb3iicDEYt	4	0
4DDE3061E6339491	6EF76EFC9704F390	51.12969	17.06227	ikaoecgdyg2	CCW5GtFgh7vmFPWwNKGP	2	0
64AF8CF03DE3EDD2	0	51.10802	17.01549	juguohodls	8H7lOHCVjStpWWEMdZWp	0	1
64AF8CF03DE3EDD2	28EC0CE1472F113D	51.10801	17.01546	juguohodls1	jsTuvPY8hrXYH3OTleNb	4	0
64AF8CF03DE3EDD2	04C1FCC295E2C0C4	51.108	17.01547	juguohodls2	yi3dsRnDlWVtdhrsS0ja	3	0
64AF8CF03DE3EDD2	0C7817072A3CFEAD	51.10804	17.0155	juguohodls3	eydToqVbvK9C8JsXQoVx	5	0
64AF8CF03DE3EDD2	42579809CA5EE933	51.10803	17.01551	juguohodls4	PQLRmFPZ0DgTXwMZcENU	2	0
